time;gFx;gFy;gFz;TgF
1.911101041;0,0212;0,0144;1,0061;1,006
1.914946354;0,0212;0,0148;1,0057;1,006
1.919335416;0,0212;0,0138;1,0051;1,005
1.92403125;0,0207;0,0150;1,0063;1,007
1.925934375;0,0219;0,0135;1,0065;1,007
1.930292708;0,0203;0,0153;1,0050;1,005
1.934830729;0,0208;0,0158;1,0048;1,005
1.93776875;0,0207;0,0159;1,0046;1,005
1.944140625;0,0212;0,0155;1,0036;1,004
1.945577604;0,0196;0,0147;1,0046;1,005
1.95159427;0,0207;0,0153;1,0047;1,005
1.953411458;0,0218;0,0140;1,0064;1,007
1.957726562;0,0208;0,0144;1,0063;1,007
1.964135416;0,0226;0,0146;1,0060;1,006
1.9654125;0,0217;0,0155;1,0050;1,005
1.970305729;0,0200;0,0161;1,0052;1,006
1.975658854;0,0212;0,0148;1,0043;1,005
1.977604687;0,0210;0,0149;1,0057;1,006
1.98602552;0,0206;0,0145;1,0059;1,006
1.987436979;0,0217;0,0147;1,0052;1,006
1.98990677;0,0215;0,0135;1,0052;1,005
1.994154166;0,0204;0,0146;1,0053;1,006
1.99801302;0,0203;0,0141;1,0060;1,006
2.0057625;0,0199;0,0147;1,0058;1,006
2.007047916;0,0217;0,0148;1,0043;1,005
2.009568229;0,0220;0,0154;1,0057;1,006
2.014333333;0,0206;0,0152;1,0047;1,005
2.018622916;0,0211;0,0151;1,0051;1,005
2.025841145;0,0216;0,0143;1,0050;1,005
2.026522916;0,0206;0,0155;1,0069;1,007
2.029782291;0,0218;0,0144;1,0057;1,006
2.036283333;0,0216;0,0143;1,0052;1,006
2.037851041;0,0204;0,0147;1,0058;1,006
2.043597916;0,0208;0,0148;1,0056;1,006
2.043865625;0,0202;0,0153;1,0058;1,006
2.054302083;0,0221;0,0150;1,0070;1,007
2.055909375;0,0216;0,0152;1,0044;1,005
2.056548958;0,0206;0,0145;1,0061;1,006
2.064740625;0,0205;0,0144;1,0054;1,006
2.066289062;0,0217;0,0145;1,0053;1,006
2.069791666;0,0215;0,0140;1,0062;1,007
2.076876562;0,0219;0,0140;1,0047;1,005
2.077329687;0,0224;0,0140;1,0047;1,005
2.086115625;0,0217;0,0155;1,0045;1,005
2.087467708;0,0227;0,0158;1,0049;1,005
2.09000677;0,0212;0,0148;1,0054;1,006
2.093442187;0,0217;0,0159;1,0050;1,005
2.09771927;0,0217;0,0155;1,0049;1,005
2.103408854;0,0222;0,0151;1,0061;1,006
2.105004166;0,0212;0,0151;1,0057;1,006
2.108748958;0,0209;0,0139;1,0065;1,007
2.112482291;0,0208;0,0142;1,0049;1,005
2.118335416;0,0199;0,0156;1,0045;1,005
2.122665625;0,0222;0,0144;1,0044;1,005
2.124170833;0,0214;0,0149;1,0054;1,006
2.128239583;0,0217;0,0140;1,0059;1,006
2.135908854;0,0200;0,0145;1,0065;1,007
2.139917187;0,0207;0,0139;1,0056;1,006
2.145555208;0,0202;0,0154;1,0053;1,006
2.146998437;0,0206;0,0157;1,0055;1,006
2.148215104;0,0200;0,0132;1,0052;1,005
2.15350052;0,0205;0,0138;1,0053;1,006
2.156008854;0,0209;0,0151;1,0056;1,006
2.162188541;0,0213;0,0155;1,0053;1,006
2.166989583;0,0228;0,0159;1,0059;1,006
2.168585416;0,0218;0,0150;1,0052;1,006
2.172052083;0,0214;0,0151;1,0041;1,004
2.176344791;0,0221;0,0153;1,0055;1,006
2.184698437;0,0212;0,0150;1,0043;1,005
2.185953645;0,0212;0,0149;1,0056;1,006
2.18790625;0,0215;0,0145;1,0044;1,005
2.192291666;0,0212;0,0158;1,0055;1,006
2.198471875;0,0217;0,0150;1,0058;1,006
2.208930729;0,0201;0,0139;1,0052;1,006
